ProductKey,Unit price,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,StandardCost,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,DaysToManufacture,ProductLine,Class,ModelName,EnglishDescription,StartDate,Status
234,49.99,LJ-0192-L,21,,,"Long-Sleeve Logo Jersey, L",38.4923,Multi,4,3,49.99,L,0,S ,,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2003,Current
235,0,LJ-0192-X,21,,,"Long-Sleeve Logo Jersey, XL",31.7244,Multi,4,3,48.0673,XL,0,S ,,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2003,
236,0,LJ-0192-X,21,,,"Long-Sleeve Logo Jersey, XL",29.0807,Multi,4,3,48.0673,XL,0,S ,,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2003,
237,49.99,LJ-0192-X,21,,,"Long-Sleeve Logo Jersey, XL",38.4923,Multi,4,3,49.99,XL,0,S ,,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2003,Current
238,0,FR-R92R-62,14,LB ,CM ,"HL Road Frame - Red, 62",747.9682,Red,500,375,1263.4598,62,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,
239,0,FR-R92R-62,14,LB ,CM ,"HL Road Frame - Red, 62",722.2568,Red,500,375,1301.3636,62,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,
240,0,FR-R92R-62,14,LB ,CM ,"HL Road Frame - Red, 62",868.6342,Red,500,375,1431.5,62,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,Current
241,0,FR-R92R-44,14,LB ,CM ,"HL Road Frame - Red, 44",747.9682,Red,500,375,1263.4598,44,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,
242,0,FR-R92R-44,14,LB ,CM ,"HL Road Frame - Red, 44",722.2568,Red,500,375,1301.3636,44,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,
243,0,FR-R92R-44,14,LB ,CM ,"HL Road Frame - Red, 44",868.6342,Red,500,375,1431.5,44,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,Current
244,0,FR-R92R-48,14,LB ,CM ,"HL Road Frame - Red, 48",747.9682,Red,500,375,1263.4598,48,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,
245,0,FR-R92R-48,14,LB ,CM ,"HL Road Frame - Red, 48",722.2568,Red,500,375,1301.3636,48,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,
246,0,FR-R92R-48,14,LB ,CM ,"HL Road Frame - Red, 48",868.6342,Red,500,375,1431.5,48,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,Current
247,0,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52",747.9682,Red,500,375,1263.4598,52,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,
248,0,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52",722.2568,Red,500,375,1301.3636,52,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,
249,0,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52",868.6342,Red,500,375,1431.5,52,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,Current
250,0,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56",747.9682,Red,500,375,1263.4598,56,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,
251,0,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56",722.2568,Red,500,375,1301.3636,56,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,
252,0,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56",868.6342,Red,500,375,1431.5,56,1,R ,H ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,Current
253,0,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58",176.1997,Black,500,375,297.6346,58,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
254,0,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58",170.1428,Black,500,375,306.5636,58,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
255,0,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58",204.6251,Black,500,375,337.22,58,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,Current
256,0,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60",176.1997,Black,500,375,297.6346,60,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
257,0,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60",170.1428,Black,500,375,306.5636,60,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
258,0,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60",204.6251,Black,500,375,337.22,60,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,Current
259,0,FR-R38B-62,14,LB ,CM ,"LL Road Frame - Black, 62",176.1997,Black,500,375,297.6346,62,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
260,0,FR-R38B-62,14,LB ,CM ,"LL Road Frame - Black, 62",170.1428,Black,500,375,306.5636,62,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
261,0,FR-R38B-62,14,LB ,CM ,"LL Road Frame - Black, 62",204.6251,Black,500,375,337.22,62,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,Current
262,0,FR-R38R-44,14,LB ,CM ,"LL Road Frame - Red, 44",181.4857,Red,500,375,306.5636,44,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
263,0,FR-R38R-44,14,LB ,CM ,"LL Road Frame - Red, 44",187.1571,Red,500,375,337.22,44,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
264,0,FR-R38R-48,14,LB ,CM ,"LL Road Frame - Red, 48",181.4857,Red,500,375,306.5636,48,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
265,0,FR-R38R-48,14,LB ,CM ,"LL Road Frame - Red, 48",187.1571,Red,500,375,337.22,48,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
266,0,FR-R38R-52,14,LB ,CM ,"LL Road Frame - Red, 52",181.4857,Red,500,375,306.5636,52,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
267,0,FR-R38R-52,14,LB ,CM ,"LL Road Frame - Red, 52",187.1571,Red,500,375,337.22,52,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
268,0,FR-R38R-58,14,LB ,CM ,"LL Road Frame - Red, 58",181.4857,Red,500,375,306.5636,58,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
269,0,FR-R38R-58,14,LB ,CM ,"LL Road Frame - Red, 58",187.1571,Red,500,375,337.22,58,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
270,0,FR-R38R-60,14,LB ,CM ,"LL Road Frame - Red, 60",181.4857,Red,500,375,306.5636,60,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
271,0,FR-R38R-60,14,LB ,CM ,"LL Road Frame - Red, 60",187.1571,Red,500,375,337.22,60,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
272,0,FR-R38R-62,14,LB ,CM ,"LL Road Frame - Red, 62",181.4857,Red,500,375,306.5636,62,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
273,0,FR-R38R-62,14,LB ,CM ,"LL Road Frame - Red, 62",187.1571,Red,500,375,337.22,62,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
274,0,FR-R72R-44,14,LB ,CM ,"ML Road Frame - Red, 44",352.1394,Red,500,375,594.83,44,1,R ,M ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",01-07-2003,
275,0,FR-R72R-48,14,LB ,CM ,"ML Road Frame - Red, 48",352.1394,Red,500,375,594.83,48,1,R ,M ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",01-07-2003,
276,0,FR-R72R-52,14,LB ,CM ,"ML Road Frame - Red, 52",352.1394,Red,500,375,594.83,52,1,R ,M ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",01-07-2003,
277,0,FR-R72R-58,14,LB ,CM ,"ML Road Frame - Red, 58",352.1394,Red,500,375,594.83,58,1,R ,M ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",01-07-2003,
278,0,FR-R72R-60,14,LB ,CM ,"ML Road Frame - Red, 60",352.1394,Red,500,375,594.83,60,1,R ,M ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",01-07-2003,
279,0,FR-R38B-44,14,LB ,CM ,"LL Road Frame - Black, 44",176.1997,Black,500,375,297.6346,44,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
280,0,FR-R38B-44,14,LB ,CM ,"LL Road Frame - Black, 44",170.1428,Black,500,375,306.5636,44,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
281,0,FR-R38B-44,14,LB ,CM ,"LL Road Frame - Black, 44",204.6251,Black,500,375,337.22,44,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,Current
282,0,FR-R38B-48,14,LB ,CM ,"LL Road Frame - Black, 48",176.1997,Black,500,375,297.6346,48,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
283,0,FR-R38B-48,14,LB ,CM ,"LL Road Frame - Black, 48",170.1428,Black,500,375,306.5636,48,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
284,0,FR-R38B-48,14,LB ,CM ,"LL Road Frame - Black, 48",204.6251,Black,500,375,337.22,48,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,Current
285,0,FR-R38B-52,14,LB ,CM ,"LL Road Frame - Black, 52",176.1997,Black,500,375,297.6346,52,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
286,0,FR-R38B-52,14,LB ,CM ,"LL Road Frame - Black, 52",170.1428,Black,500,375,306.5636,52,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,
287,0,FR-R38B-52,14,LB ,CM ,"LL Road Frame - Black, 52",204.6251,Black,500,375,337.22,52,1,R ,L ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2003,Current
288,0,FR-M94S-42,12,LB ,CM ,"HL Mountain Frame - Silver, 42",623.8403,Silver,500,375,1204.3248,42,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
289,0,FR-M94S-42,12,LB ,CM ,"HL Mountain Frame - Silver, 42",660.9142,Silver,500,375,1240.4545,42,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
290,0,FR-M94S-42,12,LB ,CM ,"HL Mountain Frame - Silver, 42",747.2002,Silver,500,375,1364.5,42,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,Current
291,0,FR-M94S-44,12,LB ,CM ,"HL Mountain Frame - Silver, 44",706.811,Silver,500,375,1364.5,44,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
292,0,FR-M94S-52,12,LB ,CM ,"HL Mountain Frame - Silver, 48",706.811,Silver,500,375,1364.5,48,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
293,0,FR-M94S-46,12,LB ,CM ,"HL Mountain Frame - Silver, 46",623.8403,Silver,500,375,1204.3248,46,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
294,0,FR-M94S-46,12,LB ,CM ,"HL Mountain Frame - Silver, 46",660.9142,Silver,500,375,1240.4545,46,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
295,0,FR-M94S-46,12,LB ,CM ,"HL Mountain Frame - Silver, 46",747.2002,Silver,500,375,1364.5,46,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,Current
296,0,FR-M94B-42,12,LB ,CM ,"HL Mountain Frame - Black, 42",617.0281,Black,500,375,1191.1739,42,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
297,0,FR-M94B-42,12,LB ,CM ,"HL Mountain Frame - Black, 42",653.6971,Black,500,375,1226.9091,42,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
298,0,FR-M94B-42,12,LB ,CM ,"HL Mountain Frame - Black, 42",739.041,Black,500,375,1349.6,42,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,Current
299,0,FR-M94B-44,12,LB ,CM ,"HL Mountain Frame - Black, 44",699.0928,Black,500,375,1349.6,44,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
300,0,FR-M94B-48,12,LB ,CM ,"HL Mountain Frame - Black, 48",699.0928,Black,500,375,1349.6,48,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
301,0,FR-M94B-46,12,LB ,CM ,"HL Mountain Frame - Black, 46",617.0281,Black,500,375,1191.1739,46,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
302,0,FR-M94B-46,12,LB ,CM ,"HL Mountain Frame - Black, 46",653.6971,Black,500,375,1226.9091,46,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
303,0,FR-M94B-46,12,LB ,CM ,"HL Mountain Frame - Black, 46",739.041,Black,500,375,1349.6,46,1,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,Current
304,0,FR-M94B-38,12,LB ,CM ,"HL Mountain Frame - Black, 38",617.0281,Black,500,375,1191.1739,38,2,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
305,0,FR-M94B-38,12,LB ,CM ,"HL Mountain Frame - Black, 38",653.6971,Black,500,375,1226.9091,38,2,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
306,0,FR-M94B-38,12,LB ,CM ,"HL Mountain Frame - Black, 38",739.041,Black,500,375,1349.6,38,2,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,Current
307,0,FR-M94S-38,12,LB ,CM ,"HL Mountain Frame - Silver, 38",623.8403,Silver,500,375,1204.3248,38,2,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
308,0,FR-M94S-38,12,LB ,CM ,"HL Mountain Frame - Silver, 38",660.9142,Silver,500,375,1240.4545,38,2,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,
309,0,FR-M94S-38,12,LB ,CM ,"HL Mountain Frame - Silver, 38",747.2002,Silver,500,375,1364.5,38,2,M ,H ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2003,Current
310,3578.27,BK-R93R-62,2,LB ,CM ,"Road-150 Red, 62",2171.2942,Red,100,75,3578.27,62,4,R ,H ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",01-07-2003,
311,3578.27,BK-R93R-44,2,LB ,CM ,"Road-150 Red, 44",2171.2942,Red,100,75,3578.27,44,4,R ,H ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",01-07-2003,
312,3578.27,BK-R93R-48,2,LB ,CM ,"Road-150 Red, 48",2171.2942,Red,100,75,3578.27,48,4,R ,H ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",01-07-2003,
313,3578.27,BK-R93R-52,2,LB ,CM ,"Road-150 Red, 52",2171.2942,Red,100,75,3578.27,52,4,R ,H ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",01-07-2003,
314,3578.27,BK-R93R-56,2,LB ,CM ,"Road-150 Red, 56",2171.2942,Red,100,75,3578.27,56,4,R ,H ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",01-07-2003,
315,0,BK-R68R-58,2,LB ,CM ,"Road-450 Red, 58",884.7083,Red,100,75,1457.99,58,4,R ,M ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",01-07-2003,
316,0,BK-R68R-60,2,LB ,CM ,"Road-450 Red, 60",884.7083,Red,100,75,1457.99,60,4,R ,M ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",01-07-2003,
317,0,BK-R68R-44,2,LB ,CM ,"Road-450 Red, 44",884.7083,Red,100,75,1457.99,44,4,R ,M ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",01-07-2003,
318,0,BK-R68R-48,2,LB ,CM ,"Road-450 Red, 48",884.7083,Red,100,75,1457.99,48,4,R ,M ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",01-07-2003,
319,0,BK-R68R-52,2,LB ,CM ,"Road-450 Red, 52",884.7083,Red,100,75,1457.99,52,4,R ,M ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",01-07-2003,
320,699.0982,BK-R50R-58,2,LB ,CM ,"Road-650 Red, 58",413.1463,Red,100,75,699.0982,58,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
321,782.99,BK-R50R-58,2,LB ,CM ,"Road-650 Red, 58",486.7066,Red,100,75,782.99,58,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
322,699.0982,BK-R50R-60,2,LB ,CM ,"Road-650 Red, 60",413.1463,Red,100,75,699.0982,60,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
323,782.99,BK-R50R-60,2,LB ,CM ,"Road-650 Red, 60",486.7066,Red,100,75,782.99,60,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
324,699.0982,BK-R50R-62,2,LB ,CM ,"Road-650 Red, 62",413.1463,Red,100,75,699.0982,62,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
325,782.99,BK-R50R-62,2,LB ,CM ,"Road-650 Red, 62",486.7066,Red,100,75,782.99,62,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
326,699.0982,BK-R50R-44,2,LB ,CM ,"Road-650 Red, 44",413.1463,Red,100,75,699.0982,44,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
327,782.99,BK-R50R-44,2,LB ,CM ,"Road-650 Red, 44",486.7066,Red,100,75,782.99,44,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
328,699.0982,BK-R50R-48,2,LB ,CM ,"Road-650 Red, 48",413.1463,Red,100,75,699.0982,48,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
329,782.99,BK-R50R-48,2,LB ,CM ,"Road-650 Red, 48",486.7066,Red,100,75,782.99,48,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
330,699.0982,BK-R50R-52,2,LB ,CM ,"Road-650 Red, 52",413.1463,Red,100,75,699.0982,52,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
331,782.99,BK-R50R-52,2,LB ,CM ,"Road-650 Red, 52",486.7066,Red,100,75,782.99,52,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
332,699.0982,BK-R50B-58,2,LB ,CM ,"Road-650 Black, 58",413.1463,Black,100,75,699.0982,58,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
333,782.99,BK-R50B-58,2,LB ,CM ,"Road-650 Black, 58",486.7066,Black,100,75,782.99,58,4,R ,L ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2003,
